Rev_Title,Rev_Rate,Rev_Bdy,Rev_Hlp,Rev_Home,Prod_ID
La montre idéale !,5.0,superbe montre pour les nostalgiques  fonctionne à la perfection idéale pour le sport et la piscine et quel look avec adaptateurs et bracelet nato ,0,France,17
Bonne montre,5.0,nayant pas lhabitude des montres de cette taille jai du me forcer un peu au départ à la porter achetée pour faire une traversée de latlantique à la voile car regarder lheure sur son smartphone dans le cockpit peut être risqué elle a très très bien rempli sa fonction elle a beaucoup baigné dans la mer sest mangé pas mal de chocs à bord dailleurs elle ne vous protège pas le poignet au contraire se cogner le poignet avec fait plus mal jai trouvé mais bon elle nest pas faite pour servir de coussin et rien ne la affectée elle me réveillait discrètement pour faire mes quarts la nuit sans réveiller ma camarade de cabine sa lumière est dune intensité idéale qui naveugle pas en pleine nuit confortable à porter une fois quon shabitue au poids et finalement  mois plus tard je continue de la porter avec plaisir car elle me rappelle de si bon souvenirs perso je recommande pas de perdre son temps à essayer de deviner la bonne combinaison de touches pour les différentes fonctions et juste lire une fois le mode demploi  une fois suffit cest pas très compliqué par rapport aux montres soit disant spécialisées qui se vendent pour voileux le rapport qualitéprix est très bon je continue dailleurs à me demander pourquoi les gens dépensent  fois plus sur dautres marques de montres pour les mêmes fonctions,8,France,17
montre casio,5.0,belle montreelle a quand meme  defaud cest son eclairage automatique qui est penible la nuitsinon ras,2,France,17
jadore,5.0,jadore casio je bosse avec je me balade avec je nage avec bref une bonne breloque solide sur tous les points bien sûr elle ne plaira pas à tout le monde mais pour un baroudeur comme moi cest le top  pas besoin de mettre  euros dans une montre même si jaurais les moyens mais ça cest mon avis,13,France,17
Super et vintage,5.0,super simple vintage solide pas chère une montre efficace pour le vélo la plongée bref tous les sports que naiment pas les montes en général merci casio et amazon pour ce prix ,0,France,17
tout est ok,5.0,comme dhabitude que cela continuje pense avoir tout dit en  mots mais bon il en faut  de plus ,1,France,17
Très belle montre!,4.0,très belle montre de sport  précise robuste et sophistiquée mais pas grosse assez discrète presque classe  et oui le noir intégral va avec tout un peu salissante peutêtre bref un bon choix en revanche la postecolissimo sest emmêlé les pinceaux pour lacheminement qui fut chaotique cf suivi du colis malgré une adresse exacte complète et parfaitement lisible sur le colis amazon continu dailleurs dindiquer que larticle fut renvoyé au vendeur alors que je lai finalement bien reçu étrange,1,France,17
GW-M5610BB-1ER,1.0,montre plutôt jolie pour de laffichage digitalmais laffichage est si faible quil faut se torturer la vue à chaque consultation de lheure ,3,France,17
Heure illisible,3.0,très belle montre plus belle que la  mais trop illisible a mon gout jai donc opter pour le model  et rendu ce produit à amazoncordialement,1,France,17
Un bien bel objet black widow.,4.0,depuis une douzaine dannées jai une gw  qui marche sans faillir mais peu friand du thermomètre altimètre et autre baromètre jai voulu qqc de plus simple une montre qui indique automatiquement lheure et le jour quil fait où je suis sauf que ces montres tombent en carafe si vous allez en afrique et que vous oubliez de les laisser à la lumière  elles ne se ravigorent quen sentant la choucroute jai acheté cette    euros le jour où je lai reçue elle passait à  jai cru défaillir dautant quau départ je voulais acheter la  non touffe solar qui ayant curieusement augmenté pendant les soldes ne présentait plus le même intérêtbon je ne suis pas doué pour les affaires et dailleurs ne tient pas trop à lêtre reproche le bracelet et petit  il me reste deux trous non ajouré sur la partie boucle à un seul ergot assez rigide pas aussi confortable que celui de la ,5,France,17
fait le job,3.0,va aussi vite quune rolexpour moins cherexcellente seconde montre pour bricoleretcjai choisi un affichage digital car je ne comprends pas la logique dutiliser un mouvement électronique à quartz pour entrainer des aiguillesun affichage numérique semble plus rationnelmoins à la mode,1,France,17
Excellent,5.0,prix un peu élevé mais parfaite rien à dire robuste étanche légère agréable à porter je lai offerte à mon homme et il en est absolument ravi il ne la quitte même pas pour dormir juste pour la douche la montre parfaite selon luiavis aux survivalistes cest la montre quil vous faut la montre du survivaliste par excellence sans piles chargement solaire se met en veille quand elle nest pas portée discrète robuste il vous la faut je suis presque déçue quil nexiste pas de modèle plus petit pour les femmes,2,France,17
Attention à cette achat,1.0,bonjour  attention les bouton de reglages de cette montre reste enfoncé à linterieur du plastique dou un accès difficile à celle ci ,6,France,17
Très bon produit,4.0,très bon produit cependant jai du la renvoyer à amazon car jai los de mon poignet le triquétrum qui est assez bossuquand je met des montre assez volumineuse sa me fait mal au poignet et même en la serrant derrière le triquétrum ma circulation du sang passais mal donc sois je serre trop ou alors jai la douleur vu que sa toucher le triquétrum un peu compliquer à comprendre  sinon tres bon produit ,0,France,17
Arrivée abîmé,1.0,jai reçu la montre dans une piteuse état toute écrasé et tordu ça vaut même pas la peine de faire un retour pour le prix elle servira pour pièce détachéedommage jai perdu € mais il y a pire dans la vie,1,France,17
plutôt moyen,3.0,article reçu il y a trois semaines moins plaisant quil ne mavait parut alors sur la page internet damazon bien trop cher pour les fonctions proposées et létroit cadran surchargé qui en font à mes yeux une montre de très moyenne gamme,2,France,17
"G-shock ,solaire et radio-pilotée",4.0,cest écrit mais pas clairement  cest une montre solaire et radiopilotée   bandes elle est  gshock donc assez résistante plus petite que les g shock habituelles ,0,France,17
elle a toute d'une grande!,5.0,reçu en cadeau pour mon anniversaire je suis assez surpris des fonctions que cette montre possède chrono compte à rebours heure atomique veille ct son look retro des années  me séduit elle est étanche  atmosphères quoi demander de plus à une montre sobre remplit de fonctions technologiques je recommande ce produit car au prix auquel elle est vendue cest limite offert,0,France,17
La meilleur g-shock,5.0,la tool watch de référence légère agréable à porter toujours à lheure super lisible et surtout très robuste 👍,0,France,17
TAXES DOUANE,2.0,attention lorsque vous commandez une montre celle ci peut etre interceptee en douane de roissy une taxe de douane vous sera facturee   en  du prix,6,France,17
étonnant,5.0,jen ai une depuis  ans je nai jamais changé la pile et elle fonctionne encore je lai pourtant utilisée dans des conditions difficiles le revêtement du boitier et du bracelet est devenu cassant et sest fendillé après  ans dutilisation casio fabrique le même  modèle depuis plus de  ans,0,France,17
Je n'ai plus besoin d'une autre montre...,5.0,après une récente mésaventure voir commentaire séparé jai choisi cette casio  pour ceux qui nont pas de préjugé contre les montres digitales mais surtout pour tous ceux qui en ont encore voici ce que je peux en dire après une semaine dutilisation  boîtier de dimensions raisonnables léger noir mat neutre au toucher une critique  sur le boîtier les mots protection et gshock en lettres blanches me paraissaient inutiles donc je les ai traités avec un marqueur spécial noir mat en anglais chez les amateurs de montres digitales on appelle cela stealthing bracelet en caoutchouc noir mat prolongeant le boîtier confortable commandes claires confirmées par un discret bip calibrage radiopiloté de lheure  sans problème et cest un plaisir davoir une montre qui indique à tout moment lheure à la seconde près je vérifie de temps à autre avec greenwich mean time ou avec lhorloge parlante cette montre est dune exactitude parfaite vingtaine de fuseaux horaires date facilement lisible question aux experts  le jour saffiche en anglais thu pour thursday mais y atil moyen de changer de langue  chronographe  jusquà  heures peut continuer même si on passe à une autre fonction par exemple lheure locale ou un autre fuseau horaire éclairage de lécran  une pression sur le bouton droithaut produit un éclairage bleu denviron  secondes permettant une lecture claire source et niveau dénergie  lexposition du cadran à la lumière permet facilement à cette montre de rester chargée indication discrète de la réserve dénergie pour linstant cest resté au maximum usage de la montre  je men sers en toute circonstance rapport qualitéprix  exceptionnel à environ  euros évaluation globale  pour quelquun habitué à une montre mécanique haut de gamme le passage à une montre électrique à affichage entièrement digital nétait pas évident jai franchi le pas et suis très satisfait au point de ne plus envisager dautre montre,61,France,17
